               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.020727,           0.0084235,            0.028768,             0.58339,             0.68623,             0.66018,             0.53731,             0.01714,           0.0023772,            0.027087,           0.0062628,           0.0062628,           0.0062628
                 153,            0.021031,           0.0084228,            0.029974,             0.57421,             0.70657,             0.66073,             0.53701,             0.01717,           0.0023794,            0.027087,            0.006238,            0.006238,            0.006238
                 154,            0.021511,           0.0085587,            0.028736,             0.56443,             0.72093,             0.66042,             0.53651,            0.017232,           0.0023808,            0.027406,           0.0062132,           0.0062132,           0.0062132
                 155,            0.021247,           0.0084166,            0.028504,             0.56685,             0.70631,             0.66033,             0.53683,            0.017249,           0.0023824,            0.027612,           0.0061885,           0.0061885,           0.0061885
                 156,            0.020853,           0.0083303,             0.02837,              0.5644,             0.72211,             0.66033,             0.53592,            0.017248,           0.0023824,            0.027586,           0.0061637,           0.0061637,           0.0061637
                 157,            0.020525,           0.0083272,             0.02679,             0.56798,             0.71767,             0.66161,             0.53746,             0.01725,           0.0023839,            0.027476,            0.006139,            0.006139,            0.006139
                 158,            0.020355,           0.0083215,            0.027719,             0.56646,             0.72072,             0.66243,             0.53693,            0.017241,           0.0023826,            0.027102,           0.0061142,           0.0061142,           0.0061142
                 159,            0.019779,           0.0083741,            0.028113,             0.57547,             0.69943,             0.66069,             0.53622,            0.017233,           0.0023823,            0.026918,           0.0060895,           0.0060895,           0.0060895
                 160,            0.020382,           0.0082499,            0.027045,             0.57675,             0.69748,             0.66101,             0.53625,             0.01722,           0.0023842,            0.026953,           0.0060647,           0.0060647,           0.0060647
                 161,            0.020483,           0.0084329,            0.027394,             0.57734,             0.69703,              0.6617,             0.53593,             0.01721,           0.0023853,            0.027088,             0.00604,             0.00604,             0.00604
                 162,            0.020843,           0.0084301,            0.028818,             0.57672,             0.69664,             0.66206,             0.53641,            0.017179,           0.0023837,            0.027067,           0.0060152,           0.0060152,           0.0060152
                 163,            0.020967,            0.008503,                0.03,             0.58154,             0.69551,             0.66078,             0.53527,            0.017166,           0.0023821,            0.026878,           0.0059905,           0.0059905,           0.0059905
                 164,            0.020119,           0.0084877,            0.030857,             0.57821,             0.69235,             0.66079,             0.53553,            0.017142,           0.0023827,            0.026563,           0.0059658,           0.0059658,           0.0059658
                 165,            0.019758,            0.008285,            0.029222,             0.57996,             0.69602,               0.661,             0.53571,            0.017123,           0.0023834,            0.026693,            0.005941,            0.005941,            0.005941
                 166,            0.020854,           0.0082939,            0.029166,             0.57905,             0.69681,             0.66132,             0.53659,            0.017116,           0.0023836,            0.026865,           0.0059163,           0.0059163,           0.0059163
                 167,            0.020524,            0.008355,            0.028495,             0.55834,             0.73399,             0.65851,             0.53425,            0.017129,           0.0023835,            0.026857,           0.0058915,           0.0058915,           0.0058915
                 168,            0.019687,            0.008336,            0.026203,             0.55791,             0.73503,             0.65746,              0.5334,            0.017151,           0.0023833,            0.026952,           0.0058668,           0.0058668,           0.0058668
                 169,            0.019405,           0.0083947,            0.027719,             0.56041,             0.73498,             0.65714,             0.53238,            0.017182,           0.0023832,            0.027055,            0.005842,            0.005842,            0.005842
                 170,            0.020207,           0.0083128,            0.027542,             0.55992,             0.73824,             0.65733,             0.53263,            0.017219,           0.0023822,            0.027247,           0.0058173,           0.0058173,           0.0058173
                 171,            0.020527,           0.0082621,            0.028888,             0.55769,             0.73333,             0.65726,             0.53282,            0.017233,           0.0023816,            0.027297,           0.0057925,           0.0057925,           0.0057925
                 172,            0.020117,            0.008464,            0.028269,              0.5559,             0.73136,             0.65817,             0.53432,            0.017231,           0.0023814,            0.027251,           0.0057678,           0.0057678,           0.0057678
                 173,            0.020969,           0.0082998,            0.028543,              0.5556,              0.7385,              0.6606,             0.53679,            0.017228,           0.0023809,            0.027207,            0.005743,            0.005743,            0.005743
                 174,            0.020779,           0.0084078,            0.026451,             0.56238,              0.7297,             0.66034,             0.53637,             0.01721,           0.0023801,            0.027122,           0.0057183,           0.0057183,           0.0057183
                 175,            0.019941,            0.008229,            0.029509,                0.56,             0.73261,             0.66018,             0.53653,            0.017187,           0.0023798,            0.026966,           0.0056935,           0.0056935,           0.0056935
                 176,            0.019565,           0.0082738,            0.027231,             0.56394,             0.73489,             0.66081,             0.53669,            0.017195,           0.0023811,            0.026975,           0.0056688,           0.0056688,           0.0056688
                 177,            0.020226,            0.008336,            0.027429,              0.5591,             0.73924,               0.661,             0.53656,             0.01718,            0.002381,            0.026832,            0.005644,            0.005644,            0.005644
                 178,            0.019891,           0.0081571,            0.026751,             0.55817,              0.7429,             0.66168,             0.53818,            0.017183,           0.0023814,             0.02675,           0.0056193,           0.0056193,           0.0056193
                 179,            0.020249,           0.0083746,            0.026932,             0.55882,             0.74076,             0.66258,             0.53902,            0.017184,           0.0023819,            0.026769,           0.0055945,           0.0055945,           0.0055945
                 180,            0.019872,           0.0083445,              0.0272,             0.55846,             0.73241,             0.66236,             0.53846,            0.017206,           0.0023837,            0.026802,           0.0055698,           0.0055698,           0.0055698
                 181,            0.021074,           0.0082331,            0.026716,             0.55832,             0.74914,             0.66164,             0.53776,            0.017216,           0.0023835,            0.026728,            0.005545,            0.005545,            0.005545
                 182,            0.019873,           0.0081705,            0.026311,             0.55682,             0.74843,             0.66085,             0.53769,            0.017223,           0.0023831,            0.026728,           0.0055202,           0.0055202,           0.0055202
                 183,            0.019876,           0.0082087,            0.027333,             0.55538,             0.74658,             0.66114,             0.53814,            0.017223,           0.0023836,            0.026688,           0.0054955,           0.0054955,           0.0054955
                 184,            0.020105,           0.0082395,            0.026725,              0.5558,             0.74652,              0.6617,             0.53739,            0.017222,           0.0023839,            0.026585,           0.0054707,           0.0054707,           0.0054707
                 185,            0.019597,           0.0081293,            0.026722,             0.55778,             0.73677,             0.66281,             0.53892,            0.017211,           0.0023838,            0.026512,            0.005446,            0.005446,            0.005446
                 186,            0.020697,           0.0080799,            0.027017,             0.55539,             0.75531,              0.6623,             0.53926,            0.017209,            0.002384,            0.026544,           0.0054212,           0.0054212,           0.0054212
                 187,            0.020703,           0.0082692,             0.02626,             0.55595,              0.7496,             0.66224,             0.53878,            0.017204,           0.0023841,            0.026427,           0.0053965,           0.0053965,           0.0053965
                 188,             0.02129,           0.0081655,             0.02519,             0.55761,             0.75081,             0.66224,             0.53898,            0.017197,           0.0023848,            0.026352,           0.0053717,           0.0053717,           0.0053717
                 189,            0.020661,           0.0083046,             0.02707,             0.55825,             0.75375,             0.66264,             0.53907,            0.017197,           0.0023847,            0.026491,            0.005347,            0.005347,            0.005347
                 190,            0.020434,           0.0081982,            0.025969,             0.55761,             0.75114,             0.66282,             0.53937,            0.017212,           0.0023856,            0.026613,           0.0053223,           0.0053223,           0.0053223
                 191,            0.020206,           0.0081428,            0.025528,              0.5572,             0.75454,              0.6631,             0.54011,            0.017216,           0.0023859,            0.026696,           0.0052975,           0.0052975,           0.0052975
                 192,            0.019488,           0.0082807,            0.026183,              0.5599,              0.7547,             0.66342,             0.54032,             0.01722,           0.0023867,            0.026829,           0.0052727,           0.0052727,           0.0052727
                 193,            0.019082,           0.0082775,            0.025235,             0.55928,             0.75504,             0.66365,             0.54085,            0.017231,           0.0023868,            0.027025,            0.005248,            0.005248,            0.005248
                 194,            0.019232,           0.0080354,            0.026116,             0.55637,             0.75086,             0.66278,             0.54001,            0.017226,           0.0023863,            0.027114,           0.0052233,           0.0052233,           0.0052233
                 195,            0.019582,           0.0080788,            0.025813,             0.55595,             0.75409,              0.6623,             0.53958,             0.01722,            0.002386,            0.027202,           0.0051985,           0.0051985,           0.0051985
                 196,            0.018744,           0.0081609,            0.025402,             0.55873,               0.751,             0.66394,             0.54091,             0.01721,           0.0023859,            0.027234,           0.0051737,           0.0051737,           0.0051737
                 197,            0.019985,           0.0081077,            0.025394,             0.55914,              0.7513,             0.66437,             0.54112,            0.017203,           0.0023858,            0.027211,            0.005149,            0.005149,            0.005149
                 198,            0.019851,           0.0081896,            0.026913,             0.55856,             0.75055,             0.66434,             0.54134,            0.017202,           0.0023861,            0.027217,           0.0051243,           0.0051243,           0.0051243
                 199,            0.018795,             0.00819,            0.028138,             0.56057,             0.75027,             0.66398,             0.54079,             0.01719,           0.0023862,            0.027229,           0.0050995,           0.0050995,           0.0050995
                 200,            0.019839,           0.0082437,            0.027371,             0.56102,             0.74832,             0.66375,             0.54041,            0.017178,           0.0023862,            0.027166,           0.0050747,           0.0050747,           0.0050747
                 201,            0.021106,           0.0082996,            0.025803,             0.56158,             0.74776,              0.6643,             0.54093,            0.017163,           0.0023862,            0.027094,             0.00505,             0.00505,             0.00505
                 202,            0.019477,           0.0081887,            0.026143,             0.56043,             0.74932,             0.66412,             0.54084,             0.01715,           0.0023861,            0.026977,           0.0050253,           0.0050253,           0.0050253
                 203,             0.01981,           0.0079657,            0.025278,             0.56218,             0.73935,             0.66466,             0.54132,            0.017143,           0.0023861,            0.026931,           0.0050005,           0.0050005,           0.0050005
                 204,             0.02002,           0.0082437,             0.02459,             0.55832,             0.74112,             0.66478,             0.54115,            0.017142,           0.0023858,            0.026934,           0.0049758,           0.0049758,           0.0049758
                 205,            0.019621,           0.0079592,            0.024812,             0.56666,             0.73896,             0.66486,             0.54098,            0.017136,           0.0023856,            0.027003,            0.004951,            0.004951,            0.004951
                 206,            0.019422,           0.0081727,            0.025547,             0.57761,             0.72984,             0.66578,             0.54222,            0.017132,           0.0023859,            0.026981,           0.0049263,           0.0049263,           0.0049263
                 207,            0.020195,           0.0081397,            0.026571,             0.57622,             0.72634,             0.66592,             0.54246,            0.017135,           0.0023864,            0.027003,           0.0049015,           0.0049015,           0.0049015
                 208,              0.0193,            0.008286,            0.026423,             0.58126,             0.72863,             0.66553,             0.54228,            0.017133,           0.0023869,            0.027037,           0.0048768,           0.0048768,           0.0048768
                 209,            0.019469,           0.0081446,            0.024682,             0.57492,             0.72929,             0.66574,             0.54161,            0.017131,            0.002386,            0.027063,            0.004852,            0.004852,            0.004852
                 210,            0.019474,           0.0081826,            0.023219,             0.58301,             0.72752,              0.6661,             0.54175,             0.01714,            0.002386,            0.027142,           0.0048272,           0.0048272,           0.0048272
                 211,            0.019995,           0.0079145,            0.024656,             0.56734,             0.73436,             0.66613,             0.54187,            0.017144,           0.0023855,            0.027203,           0.0048025,           0.0048025,           0.0048025
                 212,            0.020097,           0.0080003,            0.024637,             0.56733,             0.73469,             0.66675,             0.54231,            0.017146,           0.0023859,            0.027276,           0.0047778,           0.0047778,           0.0047778
                 213,            0.019153,           0.0079933,             0.02309,             0.56793,             0.73461,             0.66661,             0.54236,            0.017146,           0.0023858,            0.027316,            0.004753,            0.004753,            0.004753
                 214,            0.020182,           0.0080985,            0.023219,             0.56863,             0.73438,             0.66697,             0.54251,            0.017155,           0.0023855,            0.027358,           0.0047283,           0.0047283,           0.0047283
                 215,             0.01981,           0.0082817,            0.027987,             0.56817,             0.73445,             0.66612,             0.54235,            0.017158,           0.0023861,            0.027391,           0.0047035,           0.0047035,           0.0047035
                 216,             0.01877,           0.0079937,            0.023955,             0.56723,             0.73573,             0.66642,             0.54273,            0.017157,           0.0023864,            0.027397,           0.0046788,           0.0046788,           0.0046788
                 217,            0.019262,           0.0079977,            0.025572,             0.57818,             0.73108,               0.667,             0.54304,            0.017157,           0.0023859,            0.027388,            0.004654,            0.004654,            0.004654
                 218,            0.019617,           0.0080197,            0.024836,             0.56769,             0.73658,             0.66694,             0.54284,            0.017156,           0.0023861,            0.027401,           0.0046293,           0.0046293,           0.0046293
                 219,            0.019075,           0.0078335,            0.024333,             0.57416,             0.73035,             0.66671,             0.54277,            0.017153,           0.0023856,            0.027457,           0.0046045,           0.0046045,           0.0046045
                 220,            0.019921,           0.0080378,            0.024157,             0.57783,             0.72116,             0.66667,             0.54275,            0.017153,           0.0023858,            0.027504,           0.0045798,           0.0045798,           0.0045798
                 221,            0.019421,           0.0080858,            0.024274,             0.57854,             0.71588,             0.66711,             0.54319,            0.017157,           0.0023857,            0.027569,            0.004555,            0.004555,            0.004555
                 222,             0.01869,           0.0079626,            0.023961,             0.57826,             0.71119,               0.666,              0.5415,            0.017152,           0.0023852,            0.027624,           0.0045303,           0.0045303,           0.0045303
                 223,            0.019191,           0.0080624,            0.022858,             0.56762,              0.7415,             0.66594,              0.5416,            0.017155,           0.0023852,            0.027623,           0.0045055,           0.0045055,           0.0045055
                 224,            0.018476,           0.0079331,            0.023965,              0.5619,             0.74659,             0.66595,             0.54186,            0.017157,           0.0023851,            0.027566,           0.0044808,           0.0044808,           0.0044808
                 225,            0.019602,           0.0080182,            0.024283,             0.56451,             0.74229,             0.66534,             0.54187,             0.01716,           0.0023847,            0.027572,            0.004456,            0.004456,            0.004456
                 226,            0.018646,           0.0081477,            0.024449,             0.56654,             0.74029,             0.66562,              0.5427,             0.01717,           0.0023849,            0.027565,           0.0044313,           0.0044313,           0.0044313
                 227,            0.018767,           0.0082281,             0.02444,              0.5656,             0.74131,             0.66558,             0.54258,            0.017178,           0.0023855,            0.027532,           0.0044065,           0.0044065,           0.0044065
                 228,            0.018977,           0.0079781,             0.02392,             0.56423,             0.73974,             0.66544,             0.54241,            0.017186,           0.0023858,             0.02753,           0.0043818,           0.0043818,           0.0043818
                 229,             0.02006,           0.0081877,            0.025921,             0.56398,              0.7369,             0.66552,             0.54217,            0.017188,           0.0023861,            0.027532,            0.004357,            0.004357,            0.004357
                 230,            0.018636,           0.0081267,            0.024298,             0.56492,             0.73535,             0.66557,             0.54207,            0.017185,           0.0023865,            0.027502,           0.0043323,           0.0043323,           0.0043323
                 231,            0.018027,           0.0080816,            0.025271,             0.56583,             0.73266,             0.66663,             0.54283,            0.017183,           0.0023871,            0.027492,           0.0043075,           0.0043075,           0.0043075
                 232,            0.018855,           0.0081049,            0.028043,             0.56285,             0.73894,             0.66717,             0.54341,            0.017184,            0.002388,            0.027567,           0.0042828,           0.0042828,           0.0042828
                 233,            0.019424,           0.0081339,            0.026262,             0.56586,             0.73805,             0.66609,             0.54271,            0.017188,            0.002389,            0.027606,            0.004258,            0.004258,            0.004258
                 234,            0.020156,           0.0079804,            0.024288,             0.56637,             0.74412,             0.66594,             0.54233,            0.017187,           0.0023892,            0.027651,           0.0042333,           0.0042333,           0.0042333
                 235,            0.018123,           0.0080395,            0.024014,             0.56801,             0.74429,              0.6652,              0.5417,            0.017175,           0.0023898,            0.027704,           0.0042085,           0.0042085,           0.0042085
                 236,            0.019039,           0.0079451,            0.023186,             0.56607,             0.74471,             0.66446,             0.54125,            0.017179,           0.0023903,             0.02776,           0.0041837,           0.0041837,           0.0041837
                 237,            0.019136,           0.0079268,            0.022214,             0.56707,              0.7462,             0.66362,             0.54062,            0.017181,           0.0023903,            0.027786,            0.004159,            0.004159,            0.004159
                 238,            0.019545,           0.0083544,            0.026954,             0.56858,             0.74663,             0.66416,             0.54138,            0.017184,           0.0023913,             0.02775,           0.0041342,           0.0041342,           0.0041342
                 239,             0.01815,           0.0079033,            0.023371,             0.56855,             0.74698,             0.66453,             0.54146,            0.017182,            0.002392,             0.02776,           0.0041095,           0.0041095,           0.0041095
                 240,            0.018512,           0.0079449,            0.023726,             0.56834,             0.74695,              0.6643,              0.5408,            0.017177,           0.0023923,            0.027793,           0.0040847,           0.0040847,           0.0040847
                 241,            0.018736,           0.0079195,            0.023248,             0.56828,             0.74704,             0.66405,             0.54056,            0.017178,           0.0023929,            0.027818,             0.00406,             0.00406,             0.00406
                 242,            0.018892,           0.0079211,            0.023831,             0.57058,              0.7455,              0.6641,             0.54103,            0.017166,           0.0023928,            0.027837,           0.0040352,           0.0040352,           0.0040352
                 243,            0.018638,           0.0081105,            0.025038,             0.56949,             0.74244,             0.66492,             0.54186,            0.017162,           0.0023926,            0.027841,           0.0040105,           0.0040105,           0.0040105
                 244,            0.018067,           0.0079456,            0.024891,             0.57073,             0.74097,             0.66476,             0.54158,            0.017159,           0.0023929,            0.027819,           0.0039857,           0.0039857,           0.0039857
                 245,            0.018287,           0.0079618,            0.023302,             0.58116,              0.7214,             0.66484,             0.54128,            0.017159,           0.0023928,            0.027802,            0.003961,            0.003961,            0.003961
                 246,            0.018122,           0.0077808,             0.02383,             0.58192,              0.7214,             0.66535,             0.54216,            0.017165,            0.002393,            0.027777,           0.0039362,           0.0039362,           0.0039362
                 247,            0.018767,           0.0077836,            0.022962,             0.58433,              0.7214,             0.66472,             0.54148,            0.017169,           0.0023936,            0.027775,           0.0039115,           0.0039115,           0.0039115
                 248,            0.018087,           0.0079849,            0.023728,             0.58716,             0.71898,             0.66451,             0.54154,            0.017169,           0.0023937,            0.027751,           0.0038867,           0.0038867,           0.0038867
                 249,            0.018217,           0.0081124,            0.024046,             0.58526,             0.71786,             0.66423,             0.54168,            0.017161,           0.0023941,            0.027761,            0.003862,            0.003862,            0.003862
                 250,            0.018891,           0.0082255,            0.027007,             0.58527,             0.71769,             0.66407,             0.54141,            0.017163,           0.0023942,            0.027795,           0.0038372,           0.0038372,           0.0038372
                 251,             0.01797,           0.0078744,            0.023478,             0.58509,              0.7154,             0.66366,             0.54076,            0.017166,           0.0023944,            0.027899,           0.0038125,           0.0038125,           0.0038125
                 252,            0.017937,           0.0078959,            0.023352,             0.58333,             0.71991,             0.66383,             0.54076,            0.017163,           0.0023941,            0.027946,           0.0037878,           0.0037878,           0.0037878
                 253,            0.018448,           0.0079934,            0.024464,             0.58534,             0.71763,             0.66319,             0.54055,            0.017161,           0.0023935,            0.027915,            0.003763,            0.003763,            0.003763
                 254,            0.019887,           0.0078618,            0.022745,             0.58282,             0.71997,             0.66298,             0.54027,             0.01716,           0.0023934,            0.027864,           0.0037383,           0.0037383,           0.0037383
                 255,            0.018835,           0.0079772,            0.024132,             0.58145,             0.72494,             0.66316,             0.54055,            0.017152,           0.0023933,            0.027826,           0.0037135,           0.0037135,           0.0037135
                 256,            0.018408,           0.0080079,            0.023314,             0.58168,             0.72674,             0.66322,             0.54034,            0.017138,            0.002393,            0.027795,           0.0036888,           0.0036888,           0.0036888
                 257,            0.018688,           0.0078141,            0.022404,             0.58191,             0.72575,             0.66321,             0.54058,            0.017132,           0.0023931,            0.027773,            0.003664,            0.003664,            0.003664
                 258,            0.017981,           0.0078216,            0.023035,             0.58071,             0.72365,             0.66321,             0.54033,            0.017129,           0.0023936,            0.027733,           0.0036393,           0.0036393,           0.0036393
                 259,             0.01815,           0.0078044,            0.023487,             0.58137,              0.7244,              0.6628,             0.53984,            0.017123,           0.0023937,            0.027709,           0.0036145,           0.0036145,           0.0036145
                 260,            0.018318,           0.0079133,            0.023775,             0.58297,             0.72313,             0.66216,             0.53895,            0.017122,           0.0023943,            0.027664,           0.0035898,           0.0035898,           0.0035898
                 261,            0.018214,           0.0078765,             0.02236,              0.5831,             0.72434,             0.66238,             0.53937,            0.017118,            0.002395,            0.027633,            0.003565,            0.003565,            0.003565
                 262,            0.018147,           0.0078448,            0.025528,             0.58307,             0.72685,             0.66189,              0.5386,            0.017111,           0.0023954,            0.027587,           0.0035403,           0.0035403,           0.0035403
                 263,            0.018149,            0.007845,            0.021305,             0.58516,             0.72625,             0.66141,             0.53861,            0.017098,           0.0023953,            0.027544,           0.0035155,           0.0035155,           0.0035155
                 264,            0.018327,           0.0076793,             0.02056,             0.58432,             0.72585,             0.66111,             0.53842,            0.017086,           0.0023957,            0.027532,           0.0034908,           0.0034908,           0.0034908
                 265,             0.01769,           0.0077228,            0.022288,             0.58549,             0.72437,             0.66083,              0.5381,            0.017082,           0.0023956,            0.027522,            0.003466,            0.003466,            0.003466
                 266,            0.017837,           0.0078198,            0.021679,             0.58547,             0.72538,             0.66011,              0.5372,            0.017083,           0.0023959,            0.027551,           0.0034413,           0.0034413,           0.0034413
                 267,            0.017696,           0.0075582,            0.020944,              0.5854,             0.72512,              0.6599,             0.53737,             0.01708,           0.0023961,            0.027551,           0.0034165,           0.0034165,           0.0034165
                 268,            0.018148,           0.0077683,            0.021269,             0.58558,             0.72629,             0.65909,             0.53715,            0.017074,           0.0023965,            0.027558,           0.0033918,           0.0033918,           0.0033918
                 269,            0.017771,           0.0076967,             0.02136,             0.58452,             0.72638,             0.65943,             0.53754,            0.017063,           0.0023969,            0.027561,            0.003367,            0.003367,            0.003367
                 270,            0.017851,           0.0078333,            0.020415,             0.58297,             0.72385,              0.6596,             0.53769,            0.017053,            0.002397,            0.027509,           0.0033423,           0.0033423,           0.0033423
                 271,            0.017288,           0.0076583,            0.020967,             0.58182,             0.72883,             0.66015,             0.53807,            0.017047,           0.0023976,            0.027493,           0.0033175,           0.0033175,           0.0033175
                 272,            0.018347,           0.0076713,            0.020058,             0.57904,             0.73461,             0.66047,             0.53876,            0.017041,           0.0023976,            0.027486,           0.0032928,           0.0032928,           0.0032928
                 273,            0.017987,           0.0078316,            0.023428,             0.58168,             0.73453,             0.66007,             0.53813,            0.017033,           0.0023984,            0.027464,            0.003268,            0.003268,            0.003268
                 274,             0.01765,           0.0077005,            0.021674,             0.58281,             0.72556,              0.6592,             0.53742,            0.017025,           0.0023983,            0.027479,           0.0032433,           0.0032433,           0.0032433
                 275,            0.017722,           0.0077837,            0.022873,             0.58277,             0.72526,             0.65885,             0.53793,            0.017024,           0.0023982,            0.027528,           0.0032185,           0.0032185,           0.0032185
                 276,            0.017943,           0.0078524,            0.023023,             0.58336,             0.71924,             0.65915,               0.538,            0.017014,           0.0023983,             0.02758,           0.0031938,           0.0031938,           0.0031938
                 277,            0.017914,           0.0077096,            0.020794,             0.58236,             0.71646,             0.65919,             0.53814,               0.017,           0.0023981,            0.027605,            0.003169,            0.003169,            0.003169
                 278,            0.018025,           0.0077476,            0.020782,             0.58277,             0.71697,             0.66005,             0.53884,            0.017004,           0.0023983,            0.027657,           0.0031443,           0.0031443,           0.0031443
                 279,            0.018257,           0.0079088,            0.023282,             0.58275,             0.71607,             0.65991,             0.53829,            0.016995,            0.002398,            0.027671,           0.0031195,           0.0031195,           0.0031195
                 280,            0.016934,           0.0077772,            0.023006,             0.58344,              0.7144,             0.65954,             0.53838,            0.016993,           0.0023987,             0.02772,           0.0030948,           0.0030948,           0.0030948
                 281,            0.018098,           0.0077728,            0.022216,             0.58199,             0.71103,             0.65924,             0.53852,            0.016988,           0.0023986,            0.027743,             0.00307,             0.00307,             0.00307
                 282,            0.018268,           0.0077591,            0.021428,             0.58151,             0.71339,             0.65858,             0.53809,            0.016977,           0.0023984,            0.027822,           0.0030452,           0.0030452,           0.0030452
                 283,            0.018175,           0.0077239,            0.021938,             0.58179,             0.70924,             0.65813,             0.53743,             0.01697,           0.0023984,            0.027875,           0.0030205,           0.0030205,           0.0030205
                 284,            0.018498,           0.0076647,            0.020301,             0.58217,             0.70906,             0.65785,              0.5373,            0.016966,           0.0023982,            0.027922,           0.0029957,           0.0029957,           0.0029957
                 285,            0.018111,           0.0077495,            0.021888,             0.56934,             0.73384,             0.65762,             0.53698,            0.016953,           0.0023985,            0.027925,            0.002971,            0.002971,            0.002971
                 286,            0.017741,           0.0077298,            0.020208,             0.56839,             0.73221,             0.65764,             0.53685,            0.016944,           0.0023989,            0.027972,           0.0029462,           0.0029462,           0.0029462
                 287,            0.017519,           0.0076351,            0.022188,             0.58265,             0.71229,             0.65793,              0.5376,            0.016922,           0.0023988,            0.027975,           0.0029215,           0.0029215,           0.0029215
                 288,            0.018165,            0.007667,            0.021268,             0.58346,             0.70731,             0.65768,             0.53736,            0.016906,           0.0023993,            0.027984,           0.0028967,           0.0028967,           0.0028967
                 289,            0.017923,            0.007723,            0.021635,             0.58347,             0.70606,             0.65739,              0.5374,            0.016898,           0.0023995,            0.028012,            0.002872,            0.002872,            0.002872
                 290,            0.017056,            0.007684,            0.020282,             0.58365,             0.70645,             0.65706,             0.53672,            0.016889,           0.0023989,            0.028092,           0.0028472,           0.0028472,           0.0028472
                 291,            0.017371,           0.0075728,            0.020262,             0.58448,             0.70715,             0.65862,             0.53881,            0.016885,           0.0023987,            0.028133,           0.0028225,           0.0028225,           0.0028225
                 292,            0.017567,           0.0076521,            0.020438,             0.58302,             0.71087,             0.65833,             0.53816,            0.016873,           0.0023983,             0.02816,           0.0027977,           0.0027977,           0.0027977
                 293,            0.017246,           0.0075517,            0.020498,             0.58218,             0.71245,             0.65801,             0.53796,            0.016862,           0.0023981,              0.0282,            0.002773,            0.002773,            0.002773
                 294,            0.017334,           0.0076297,            0.020888,             0.58179,              0.7095,             0.65732,             0.53753,            0.016852,           0.0023983,            0.028214,           0.0027482,           0.0027482,           0.0027482
                 295,            0.017383,           0.0076046,            0.019332,             0.58484,              0.7078,             0.65609,             0.53603,            0.016841,           0.0023983,            0.028271,           0.0027235,           0.0027235,           0.0027235
                 296,            0.017298,           0.0076121,            0.021125,             0.58762,             0.70465,             0.65638,             0.53597,            0.016822,           0.0023978,            0.028338,           0.0026987,           0.0026987,           0.0026987
                 297,            0.017268,           0.0076863,            0.020826,              0.5881,             0.70129,             0.65593,             0.53611,            0.016805,           0.0023974,            0.028369,            0.002674,            0.002674,            0.002674
                 298,             0.01657,           0.0076204,            0.018947,             0.58969,             0.70327,             0.65545,             0.53564,            0.016786,           0.0023974,            0.028421,           0.0026492,           0.0026492,           0.0026492
                 299,            0.017943,           0.0077093,             0.02158,             0.58912,             0.69988,             0.65413,             0.53523,            0.016781,           0.0023974,            0.028452,           0.0026245,           0.0026245,           0.0026245
                 300,            0.017337,           0.0077472,            0.022162,             0.58968,             0.70016,             0.65434,             0.53515,            0.016772,           0.0023971,            0.028438,           0.0025997,           0.0025997,           0.0025997
                 301,            0.018003,           0.0075173,            0.020417,             0.58834,             0.70628,             0.65431,             0.53501,            0.016761,           0.0023969,            0.028441,            0.002575,            0.002575,            0.002575
                 302,            0.017536,           0.0076136,            0.020628,             0.58752,             0.70799,              0.6539,             0.53481,            0.016754,           0.0023966,            0.028444,           0.0025503,           0.0025503,           0.0025503
                 303,            0.017574,           0.0077203,            0.021914,             0.58735,             0.70814,             0.65297,             0.53385,             0.01675,           0.0023967,            0.028446,           0.0025255,           0.0025255,           0.0025255
                 304,            0.017125,           0.0076583,             0.02068,             0.58686,             0.69027,             0.65221,             0.53292,            0.016741,           0.0023965,            0.028473,           0.0025008,           0.0025008,           0.0025008
                 305,            0.017182,           0.0075341,            0.019439,             0.58692,             0.68995,              0.6528,             0.53297,            0.016736,           0.0023964,            0.028475,            0.002476,            0.002476,            0.002476
                 306,            0.017176,           0.0076298,            0.021068,              0.5866,             0.69786,             0.65319,             0.53321,            0.016729,           0.0023964,            0.028467,           0.0024513,           0.0024513,           0.0024513
                 307,            0.016979,           0.0074731,            0.018398,             0.58709,             0.69109,             0.65255,             0.53266,             0.01672,           0.0023967,            0.028444,           0.0024265,           0.0024265,           0.0024265
                 308,            0.017506,            0.007547,            0.018577,             0.58067,             0.70964,             0.65308,             0.53313,            0.016716,           0.0023968,            0.028408,           0.0024018,           0.0024018,           0.0024018
                 309,             0.01661,           0.0076388,            0.019935,             0.58633,             0.69138,             0.65321,             0.53302,            0.016712,           0.0023968,            0.028378,            0.002377,            0.002377,            0.002377
                 310,            0.017523,           0.0075898,            0.020604,             0.58839,             0.69129,             0.65206,             0.53257,             0.01671,           0.0023973,            0.028284,           0.0023523,           0.0023523,           0.0023523
                 311,             0.01715,            0.007681,            0.021925,             0.58954,             0.69167,             0.65085,               0.531,            0.016711,           0.0023981,            0.028261,           0.0023275,           0.0023275,           0.0023275
                 312,            0.016877,           0.0075368,            0.019358,             0.58998,             0.69152,             0.65118,             0.53127,            0.016697,           0.0023982,             0.02822,           0.0023028,           0.0023028,           0.0023028
