               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 313,            0.017156,           0.0076164,            0.018558,             0.59069,             0.69792,             0.65029,             0.53059,            0.016695,           0.0023987,            0.028192,            0.002278,            0.002278,            0.002278
                 314,            0.016305,           0.0074661,            0.018997,             0.58675,             0.70195,             0.64979,             0.52982,            0.016695,            0.002399,            0.028162,           0.0022533,           0.0022533,           0.0022533
                 315,            0.017078,           0.0076026,            0.019886,             0.58582,             0.70318,             0.64932,             0.52994,             0.01669,           0.0023996,            0.028146,           0.0022285,           0.0022285,           0.0022285
                 316,            0.017668,           0.0075006,             0.01988,             0.59338,             0.69567,             0.64994,             0.53074,            0.016686,           0.0023994,            0.028126,           0.0022038,           0.0022038,           0.0022038
                 317,             0.01678,           0.0073272,            0.018561,              0.5868,             0.70303,             0.64931,             0.53018,            0.016685,           0.0023998,            0.028139,            0.002179,            0.002179,            0.002179
                 318,            0.016149,           0.0075156,            0.019174,             0.59136,             0.69715,             0.64941,             0.53048,            0.016677,           0.0024001,            0.028142,           0.0021543,           0.0021543,           0.0021543
                 319,            0.016303,           0.0074002,            0.018456,             0.59314,             0.69328,             0.64962,             0.53056,            0.016669,           0.0024001,            0.028128,           0.0021295,           0.0021295,           0.0021295
                 320,            0.016633,           0.0074104,            0.017728,             0.59532,             0.69496,             0.64889,             0.53007,            0.016658,           0.0023997,            0.028139,           0.0021048,           0.0021048,           0.0021048
                 321,             0.01724,            0.007471,            0.019287,             0.59418,              0.6949,             0.64894,             0.53068,             0.01665,           0.0023994,            0.028123,             0.00208,             0.00208,             0.00208
                 322,            0.016274,           0.0074059,            0.021185,             0.60089,             0.68866,             0.64844,              0.5295,            0.016641,           0.0023996,            0.028101,           0.0020553,           0.0020553,           0.0020553
                 323,            0.016509,            0.007473,             0.01997,             0.59374,             0.69397,             0.64777,              0.5291,             0.01664,           0.0023995,            0.028104,           0.0020305,           0.0020305,           0.0020305
                 324,            0.016351,           0.0075016,            0.019894,              0.6015,             0.68876,             0.64843,             0.52932,            0.016635,           0.0023992,            0.028092,           0.0020058,           0.0020058,           0.0020058
                 325,            0.016447,           0.0073736,            0.018761,             0.60005,             0.68962,             0.64849,             0.52872,            0.016633,            0.002399,             0.02807,            0.001981,            0.001981,            0.001981
                 326,            0.016389,           0.0074235,            0.016935,             0.59756,             0.69205,             0.64806,             0.52837,            0.016628,           0.0023987,            0.028057,           0.0019563,           0.0019563,           0.0019563
                 327,            0.016673,           0.0074323,             0.01901,             0.58913,             0.69888,             0.64802,             0.52805,            0.016626,           0.0023987,            0.028046,           0.0019315,           0.0019315,           0.0019315
                 328,            0.015688,           0.0074735,            0.018286,             0.59554,             0.69471,             0.64834,             0.52889,            0.016621,           0.0023984,            0.028063,           0.0019068,           0.0019068,           0.0019068
                 329,            0.016487,           0.0073667,             0.01841,             0.59552,             0.69596,             0.64845,             0.52949,            0.016617,           0.0023978,            0.028028,            0.001882,            0.001882,            0.001882
                 330,            0.016191,           0.0073869,            0.018969,             0.59371,             0.69676,             0.64839,             0.52959,            0.016611,           0.0023983,            0.028016,           0.0018572,           0.0018572,           0.0018572
                 331,            0.016516,           0.0074201,            0.018887,             0.59023,             0.69693,             0.64791,             0.52939,            0.016613,           0.0023983,            0.028054,           0.0018325,           0.0018325,           0.0018325
                 332,            0.016689,           0.0073441,             0.01825,             0.59011,             0.69787,              0.6478,             0.52921,            0.016609,           0.0023986,            0.028112,           0.0018077,           0.0018077,           0.0018077
